id,room_id,body,sender_id,sent_at,deleted
4890,1451,what is your age?,16632,2015-08-21 09:41:17.366285+00,f
4891,1452,"hey.. glad to know you
. Which country??",16609,2015-08-21 09:42:10.519359+00,f
4892,1287,*which country???,16609,2015-08-21 09:42:34.949123+00,f
4866,1287,are you from south Asia??,16609,2015-08-21 09:21:28.258+00,t
4893,1453,hi!!,16632,2015-08-21 09:44:28.55521+00,f
4894,1347,so how long have you been using penpals?,16617,2015-08-21 09:46:19.950501+00,f
4895,1454,Hi! how are you. I am from India. What about you?,16617,2015-08-21 09:47:36.856981+00,f
4897,1287,I'm from America,16538,2015-08-21 13:10:28.168743+00,f
4898,1334,Hello answer me now!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,16445,2015-08-21 13:15:53.430269+00,f
4899,1320,Frist of all thats not me yelling thats me being crazy ;b,16641,2015-08-21 14:03:34.82437+00,f
4900,1320,Annnnnd.... Nice!,16641,2015-08-21 14:03:53.597362+00,f
4901,1424,i'm good,16641,2015-08-21 14:04:10.950351+00,f
4902,1424,you?,16641,2015-08-21 14:04:18.369353+00,f
4903,1424,do you listen to bands?,16641,2015-08-21 14:05:15.321658+00,f
4904,1416,My days been great. It's only 9:01 AM here in America,16518,2015-08-21 14:06:21.677469+00,f
4905,1425,Good. How are you. What country are you from?,16515,2015-08-21 14:07:16.139289+00,f
4906,1320,oh btw i'm a very crazy person,16641,2015-08-21 14:07:46.610901+00,f
4907,1375,"I am from United States. I like to go hunting, fishing, mudding and playing outside, and playing volleyball. I am 13 years old. What do you like to do? How old are you?",16471,2015-08-21 14:09:24.142355+00,f
4908,1320,oh yeah and i'm a very shy person too,16641,2015-08-21 14:12:04.777735+00,f
4909,1378,Indiana,16464,2015-08-21 14:15:27.567052+00,f
4910,1379,Indiana and I play basketball and volleyball,16474,2015-08-21 14:16:28.062947+00,f
4911,1369,Indiana,16465,2015-08-21 14:18:15.956296+00,f
4912,1372,My name is Hallie and I'm from the United States,16470,2015-08-21 14:18:59.346939+00,f
4913,1377,Im very excited to!,16476,2015-08-21 14:19:04.964092+00,f
4914,1422,Hi,16464,2015-08-21 14:19:15.464751+00,f
4915,1376,Indiana United States!,16468,2015-08-21 14:19:16.829728+00,f
4916,1447,Hi. I am from Indiana. Where are you from?,16467,2015-08-21 14:20:27.990071+00,f
4917,1369,Where are you from,16465,2015-08-21 14:20:44.602426+00,f
4918,1350,"i play football right now but i have played basketball, soccer, and baseball",16479,2015-08-21 14:21:13.467943+00,f
4919,1379,Sorry if I have been blowing up you're PenPal messaging,16474,2015-08-21 14:27:22.22668+00,f
4920,1402,Oh. What sports have you played before?,16504,2015-08-21 14:52:25.170249+00,f
4922,1412,HI,16939,2015-08-21 15:10:50.706145+00,f
4923,1424,I'm good. Sometimes i listen to fall out boy.,16939,2015-08-21 15:11:09.524214+00,f
4924,1415,usa,16943,2015-08-21 15:11:44.037233+00,f
4925,1423,I'm from  US Oklahoma life here is amazing!!...what do you like to do for fun????,16941,2015-08-21 15:12:07.539069+00,f
4927,1413,Me too . i play foolball,16950,2015-08-21 15:12:27.731461+00,f
4928,1425,im great! and im from the U.S. how about you?,16942,2015-08-21 15:12:28.345577+00,f
4929,1422,how are you,16948,2015-08-21 15:12:43.966745+00,f
4787,1408,"hey, this is linda gavia",16937,2015-08-20 15:33:15.703+00,t
4930,1417,hi,16937,2015-08-21 15:13:27.172565+00,f
4931,1424,So what state are you from? I'm from oklahoma,16939,2015-08-21 15:13:44.506479+00,f
4932,1416,thats awsome,16938,2015-08-21 15:13:59.224713+00,f
4933,1408,hello hows your day been,16937,2015-08-21 15:14:04.115803+00,f
4934,1415,What state,16507,2015-08-21 15:16:27.383317+00,f
4935,1400,R u ever gonna answer me?,16505,2015-08-21 15:16:28.335583+00,f
4936,1382,Can u answer me?,16505,2015-08-21 15:16:44.661759+00,f
4937,1425,What state?,16515,2015-08-21 15:17:19.745036+00,f
4938,1425,U.S.,16515,2015-08-21 15:17:33.456378+00,f
4939,1408,It's been good. How has your's been?,16501,2015-08-21 15:17:39.336221+00,f
4940,1340,Helloooooo,16510,2015-08-21 15:17:43.786371+00,f
4941,1363,Pen pal me back,16510,2015-08-21 15:17:53.914618+00,f
4942,1349,Indiana in the United States,16509,2015-08-21 15:18:28.817652+00,f
4943,1413,Where are you from,16516,2015-08-21 15:18:40.739007+00,f
4944,1415,I'm from indiana,16507,2015-08-21 15:19:49.263948+00,f
4945,1346,Hello,16500,2015-08-21 15:20:30.132879+00,f
4946,1431,Huh,16500,2015-08-21 15:20:42.395603+00,f
4947,1412,Hi btw I'm a girl too ;),16506,2015-08-21 15:21:37.040885+00,f
4948,1379,So how old r u,16474,2015-08-21 15:41:48.154144+00,f
4949,1431,United States,16918,2015-08-21 15:42:26.866586+00,f
4950,1375,What time do u go to school?,16471,2015-08-21 15:42:43.42805+00,f
4951,1398,"Hello, The United States of America.",16918,2015-08-21 15:42:47.489194+00,f
4952,1429,😋,16474,2015-08-21 15:43:58.924134+00,f
4953,1431,Okay so am I do you like basketball?,16500,2015-08-21 16:07:28.226815+00,f
4954,1412,:),16939,2015-08-21 17:03:45.087614+00,f
4955,1412,how are you,16939,2015-08-21 17:10:21.388839+00,f
4956,1431,"Yes, I do",16918,2015-08-21 17:18:55.704644+00,f
4957,1408,pretty good ig,16937,2015-08-21 17:32:03.773875+00,f
4958,1458,Hi:),16652,2015-08-21 18:19:14.927876+00,f
4959,1404,hi,17064,2015-08-21 18:23:48.032981+00,f
4754,1305,Hello,16556,2015-08-20 13:23:27.807+00,t
4960,1315,Boy,16558,2015-08-21 18:34:28.648529+00,f
4961,1307,Yes. Where are you from?,16573,2015-08-21 18:34:33.878917+00,f
4926,1421,okay,16941,2015-08-21 15:12:17.425+00,t
4896,1377,i am very excited to be ur pen pal,16631,2015-08-21 09:47:39.608+00,t
4962,1308,"I'm also a girl I like soccer,volleyball,and running",16567,2015-08-21 18:34:36.326292+00,f
4963,1314,Why don't you text back,16562,2015-08-21 18:34:40.517768+00,f
4964,1430,HELLO,16561,2015-08-21 18:34:46.334776+00,f
4965,1430,Are you a girl or a boy?,16561,2015-08-21 18:34:54.657526+00,f
4966,1352,Boy or girl,16558,2015-08-21 18:35:00.074874+00,f
4967,1313,Are you a girl or a boy?,16561,2015-08-21 18:35:04.666709+00,f
4968,1300,Hi!! I am from Indiana in the United States.,16564,2015-08-21 18:35:30.694354+00,f
4969,1304,"I'm from the Indiana ,United States. Do you play any sports?",16565,2015-08-21 18:35:31.356418+00,f
4970,1312,13 and play basketball,16570,2015-08-21 18:36:10.013431+00,f
4971,1305,"I'm from the United States. Do you play any sports? If so, which ones?",16556,2015-08-21 18:36:10.423673+00,f
4972,1306,Hi!!! It's so nice to start talking to you! I play soccer softball and I cheer. I am 13 year old girl.,16560,2015-08-21 18:36:17.744761+00,f
4973,1309,HEY,16572,2015-08-21 18:36:24.661+00,t
4974,1315,Play any sports,16558,2015-08-21 18:36:52.323098+00,f
4975,1308,I mean American soccer,16567,2015-08-21 18:36:57.85209+00,f
4977,1453,Hi,16557,2015-08-21 18:37:42.494478+00,f
4978,1307,Do you play sports?,16573,2015-08-21 18:37:56.664488+00,f
4979,1306,"I'm from the US. My hobbies include hanging out with my friends,playing soccer. What about you?",16560,2015-08-21 18:38:09.398869+00,f
4981,1402,I have played basketball and softball what about you,17052,2015-08-21 19:12:28.742689+00,f
4982,1430,I'm a boy and go to ssms wbu?😂,16480,2015-08-21 19:20:20.084158+00,f
4983,1430,No way me too!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! But I'm a girl,16561,2015-08-21 19:30:55.954657+00,f
4984,1424,"OMG I LOVE FALL OUT BOY??? fave song? and i'm not from USA i'm from denmark. it's a pretty small country, like we are not even 6 mio people! XD",16641,2015-08-21 19:32:29.902292+00,f
4985,1430,OH MY GOSH REALLY!!!!!!!!!!!,16480,2015-08-21 19:39:53.986716+00,f
4986,1416,What time is it there?,16518,2015-08-21 19:41:17.122507+00,f
4987,1402,"I am currently playing Soccer right now but I also play basketball, track & volleyball. And I'm gonna try an play softball.",16504,2015-08-22 01:05:39.347659+00,f
4988,1343,I'm sorry if that was rude I just don't know how to pronounce your name. Sorry,16504,2015-08-22 01:16:06.700119+00,f
4989,1430,Do you really go to my school? What grade are you in? I've never seen you before in my life,16561,2015-08-22 03:12:57.699066+00,f
4990,1430,Ha very funny  I'm in 8th grade what about you???,16480,2015-08-22 05:21:17.888535+00,f
4991,1339,"No, I use computer",16653,2015-08-22 10:35:58.738452+00,f
4992,1369,I'm from India.,16604,2015-08-22 13:50:06.330114+00,f
4993,1369,So how old are you,16604,2015-08-22 13:50:13.129406+00,f
4994,1348,"It is just soccer with a smaller ball. You have a ceeper, and 6 players in the front. I hope that you understand me :))",16639,2015-08-22 15:46:27.502441+00,f
4995,1339,where are u from,16653,2015-08-22 16:35:04.549972+00,f
4996,1158,I'll look into it.  Maybe it will work when we come back to school.  Sorry it took me so long to see this!  I didn't get a notification that you sent messages.,13477,2015-08-22 18:29:04.719204+00,f
4997,1430,I'm in 8th grade too. Who is your home room?😰😂,16561,2015-08-22 20:54:06.57082+00,f
4998,1415,I'm from Kentucky,16943,2015-08-23 04:20:14.286162+00,f
4999,1418,Hi,16943,2015-08-23 04:20:33.79981+00,f
5000,1462,Hi,15674,2015-08-23 19:18:51.486727+00,f
5001,1463,"Hi Cherie,
Hi how long have you been using PenPal...me I am new at it so a little lost....Have used Epals for many years",15623,2015-08-24 01:42:14.634906+00,f
5002,1393,"Hello
I haven't tried it before either, and have been wondering how it starts up from where we are now... but let's try and see if we can't figure it out. look forward to working with you and your students too.
- Katrine Axberg",16364,2015-08-24 09:02:16.549415+00,f
5003,1464,"Hello! It seems that our classes have been matched up. This is our first time using Penpal Schools, so we are going to be learning quite a bit. I usually use Epals, but their system is down for maintenance. I look forward to working with you.",15816,2015-08-24 12:19:14.357483+00,f
5004,1343,I an a boy,16654,2015-08-24 12:43:58.110595+00,f
5005,1439,I Like running,16654,2015-08-24 12:44:23.149577+00,f
5006,1392,good. later am going to ride me horse.hows your day.,16646,2015-08-24 12:44:46.211533+00,f
5007,1439,Do u Like pc,16654,2015-08-24 12:44:49.422795+00,f
5008,1439,Do u Like Reading books,16654,2015-08-24 12:46:41.059429+00,f
5009,1343,Do u Like Reading books,16654,2015-08-24 12:47:02.738721+00,f
5012,1344,sorry.... im 13 btw,16643,2015-08-24 12:48:28.284153+00,f
5013,1387,Hiiiii :D,16643,2015-08-24 12:48:38.802906+00,f
5014,1465,Hej fisk:),16652,2015-08-24 12:49:09.48722+00,f
5015,1466,Hello do you like soccer or any sport,17400,2015-08-24 12:49:47.2445+00,f
5016,1407,"I like football, have old are you? I´m not so good to english.",16644,2015-08-24 12:50:00.492831+00,f
5017,1465,hej hest:D,16640,2015-08-24 12:50:19.51924+00,f
5018,1428,hi,16640,2015-08-24 12:50:30.276684+00,f
5019,1418,hey. Play you football?,16642,2015-08-24 12:50:39.100408+00,f
5020,1465,Undskyld Lasse:),16652,2015-08-24 12:50:39.391958+00,f
5021,1467,Hello do you play soccer or any sports,17400,2015-08-24 12:50:51.647512+00,f
5022,1341,"yes, I´m not so good to english.",16644,2015-08-24 12:51:08.082384+00,f
5023,1468,Do you like football ???,16655,2015-08-24 12:51:12.011161+00,f
5024,1342,I am 13. Were are you from?,16642,2015-08-24 12:51:55.750844+00,f
5025,1387,sooooo what bands do you listen to xD,16643,2015-08-24 12:52:30.39309+00,f
5026,1465,";(((((((((((
græder;(",16640,2015-08-24 12:52:36.465241+00,f
5027,1468,tomorrow is my birthday      :3,16655,2015-08-24 12:52:57.175318+00,f
5028,1407,soccer*,16644,2015-08-24 12:53:32.728881+00,f
5029,1434,hallo:),16649,2015-08-24 12:53:44.351336+00,f
5030,1469,hallo,16649,2015-08-24 12:54:48.035598+00,f
5032,1465,"Lasssssseeeeeee
Undskyld.",16652,2015-08-24 12:56:19.499231+00,f
5033,1470,Hey !,16655,2015-08-24 12:56:41.283296+00,f
5034,1465,det går nok<3,16640,2015-08-24 12:58:15.877635+00,f
5035,1427,"Im fine, what about you? :)",16639,2015-08-24 12:59:44.013676+00,f
5036,1465,Du er ikke nogen fisk<3 <3,16652,2015-08-24 13:00:58.65785+00,f
5037,1348,Where are you coming from? :),16639,2015-08-24 13:01:07.74573+00,f
5038,1465,Er en hest<3 <3,16640,2015-08-24 13:01:24.409294+00,f
5039,1434,What country do you live in,16952,2015-08-24 13:06:56.343616+00,f
5010,1437,hallo hav ar you to dey😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😃😃😃😃😄😄😄😄,16650,2015-08-24 12:47:39.1+00,t
4980,1309,How old r u,16572,2015-08-21 18:38:25.011+00,t
4976,1309,Hey,16572,2015-08-21 18:36:59.781+00,t
5040,1298,🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜,16650,2015-08-24 13:07:05.711442+00,f
5041,1344,im annoying right xD,16643,2015-08-24 13:07:07.625541+00,f
5042,1339,😎😜😋😱😚😀😂😍,16653,2015-08-24 13:07:14.375299+00,f
5044,1344,what bands do you listen to? :D,16643,2015-08-24 13:09:31.599892+00,f
5045,1344,if u listen to bands..,16643,2015-08-24 13:09:44.418798+00,f
5046,1465,Ja<3 <3,16652,2015-08-24 13:10:24.137866+00,f
5047,1465,tak<3<3,16640,2015-08-24 13:12:43.510132+00,f
5048,1465,Du er en sød hest<3,16652,2015-08-24 13:17:39.153297+00,f
5049,1434,damark,16649,2015-08-24 13:17:55.645054+00,f
5050,1472,Hello Yamini. My name is Jessica. What's it like in your country?,16448,2015-08-24 14:12:43.383366+00,f
4535,1335,"Hello Lasse, My name is Jessica what's it like in your country?",16448,2015-08-17 14:09:39.874+00,t
5051,1342,United States,16507,2015-08-24 15:04:34.835527+00,f
5052,1415,Cool,16507,2015-08-24 15:04:55.787928+00,f
5053,1405,sup,16947,2015-08-24 15:10:25.064785+00,f
5054,1406,sup,16947,2015-08-24 15:10:29.895927+00,f
5055,1413,american,16950,2015-08-24 15:11:31.844368+00,f
5056,1418,ya,16943,2015-08-24 15:11:44.626728+00,f
5057,1413,Where are you from?,16950,2015-08-24 15:12:00.750361+00,f
5058,1400,hey I like american football what do u like,16940,2015-08-24 15:14:57.505081+00,f
5059,1344,I don't listen to bands.,16503,2015-08-24 15:20:28.960281+00,f
5060,1400,I like football too,16505,2015-08-24 15:20:55.334615+00,f
5061,1341,"It's ok, where are you from",16516,2015-08-24 15:21:58.947413+00,f
5062,1339,America and ohh😅😅😅😅,16508,2015-08-24 15:22:06.130081+00,f
5063,1413,Indiana where are you from,16516,2015-08-24 15:22:13.476114+00,f
5064,1348,United States. And I understand you I guess.😂😂,16515,2015-08-24 15:22:41.233161+00,f
5065,1339,Indiana my bad,16508,2015-08-24 15:22:46.96445+00,f
5066,1343,Not really. Do u like reading books?,16504,2015-08-24 15:23:07.896683+00,f
5067,1400,How old r u? And what grade?,16505,2015-08-24 15:49:55.380729+00,f
5068,1298,lol do you like cookies?,16517,2015-08-24 15:54:24.567473+00,f
5069,1404,How old are you,16517,2015-08-24 15:54:33.465815+00,f
5070,1430,Gym who's your home room😂,16480,2015-08-24 15:55:25.198107+00,f
4769,1328,Are you gonna answer me? I have been waiting for a long time now.,16454,2015-08-20 14:04:27.139+00,t
5072,1475,Hey,16445,2015-08-24 16:53:02.785561+00,f
5073,1477,Hey,16445,2015-08-24 16:53:34.630441+00,f
5074,1434,Oh cool you like any sports,16952,2015-08-24 16:54:01.577549+00,f
5075,1284,Hey,16445,2015-08-24 16:54:18.985056+00,f
5076,1478,Hey,16456,2015-08-24 16:54:23.447224+00,f
5077,1477,Hi,16663,2015-08-24 16:54:32.717517+00,f
5078,1479,Hey,16456,2015-08-24 16:54:45.51316+00,f
5079,1477,What up,16445,2015-08-24 16:54:51.198461+00,f
5080,1344,What bands do you listen to?,16503,2015-08-24 16:55:35.300721+00,f
5081,1467,football,17058,2015-08-24 18:57:33.971983+00,f
5082,1423,"wow that amazing ...!! so do u study in a school ??
for fun....we guys like to listen to music , dance and have parties and all ...! life here is awesome . do u play some sport ??",16605,2015-08-25 04:09:42.476531+00,f
5083,1350,thats great,16611,2015-08-25 04:11:13.160252+00,f
5084,1472,Hey Jessica.I am from India.Where are you from? I don't know how to answer your question.Ask me something in particular.But I can say that  if you happen to come to India you will never stop getting astonished!,16613,2015-08-25 04:15:04.85094+00,f
5085,1379,"wow! great!
im 16",16602,2015-08-25 04:15:12.305304+00,f
5086,1379,how old are you?,16602,2015-08-25 04:15:23.421062+00,f
5087,1349,"You might think why I don't write often,well that is because I live in a boarding school and we have fixed time to use the internet.
Tell me something special about Indiana?",16613,2015-08-25 04:22:04.881302+00,f
5088,1481,"Hey Jeremy, I am Yamini from India.What is your favourite hobby?",16613,2015-08-25 04:26:12.942258+00,f
5089,1349,And which school do you study in? I am in Hopetown Girls'.,16613,2015-08-25 04:27:42.250075+00,f
5090,1349,What kind of music do you listen to?,16613,2015-08-25 04:34:41.758893+00,f
5091,1343,yes,16654,2015-08-25 08:48:32.217551+00,f
5092,1343,What r all the sports that u play?,16504,2015-08-25 13:14:22.438927+00,f
5093,1339,Ok😚,16653,2015-08-25 13:53:08.953909+00,f
5094,1350,what grade r u in,16479,2015-08-25 13:53:53.186327+00,f
4921,1347,A week u,16513,2015-08-21 14:52:46.197+00,t
5095,1379,14,16474,2015-08-25 14:05:11.257244+00,f
5096,1379,Do you have any animals??,16474,2015-08-25 14:05:40.809687+00,f
5097,1379,I have 2 dogs 2 horses and 1 cat🐴🐶🐱,16474,2015-08-25 14:08:00.009612+00,f
5098,1472,"Yamini Is it beautiful where you live? I live in the USA,  and if you come here to visit one day and visit near a country side it is quite beautiful and calming depending where you go! Also I wish I could visit India it's on my wish list to go their one day.",16448,2015-08-25 14:08:53.608533+00,f
5099,1339,Where are you from,16508,2015-08-25 14:09:17.35021+00,f
5100,1339,👍,16508,2015-08-25 14:09:56.125308+00,f
4624,1383,Hello,16441,2015-08-18 15:57:51.151+00,t
5101,1431,Cool I love basketball.,16500,2015-08-25 14:56:18.751268+00,f
5102,1400,I'm 12 and 6th what about you,16940,2015-08-25 15:12:09.40185+00,f
5103,1405,write back,16947,2015-08-25 15:12:19.47702+00,f
5104,1406,write back,16947,2015-08-25 15:12:50.627007+00,f
5105,1427,im great.,16942,2015-08-25 15:13:04.751764+00,f
5106,1423,yes we study in a school and sometimes we study at home....i do play sports i play softball and I cheer for football and basketball!!! i like to listen to music too and have parties they are really fun,16941,2015-08-25 15:13:17.0379+00,f
